line_id,operator_norm,minimum_gap,second_gap,gap_determinant,zero_gap_multiplicity,f0,f1,f2,f3
0,0.2500000000000001,0.04861111111111104,0.048611111111111084,6.89377608032928e-08,0,0.41489778145221534,0.4391159712482318,8.215051954841127e-16,0.7968920847522278
1,0.24999999999999992,0.04861111111111114,0.04861111111111121,6.893776080329329e-08,0,0.4579639560315349,-0.280032199726701,0.6454972243679017,0.5433086741673708
2,0.25000000000000033,0.04861111111111094,0.04861111111111096,6.893776080329254e-08,0,0.024098142754118493,0.870222052124732,3.258538363672931e-15,-0.49206997420247295
3,0.2499999999999997,0.04861111111111129,0.0486111111111113,6.893776080329401e-08,0,-0.04306617457931948,0.7191481709749329,-0.6454972243679011,0.25358341058485656
4,0.25000000000000044,0.0486111111111109,0.048611111111110945,6.89377608032923e-08,0,-0.537177344742033,-0.30615270748547,0.6454972243679001,0.4483796977211973
5,0.25000000000000017,0.04861111111111102,0.04861111111111106,6.89377608032928e-08,0,-0.0671643173334376,-0.1510738811497989,-0.6454972243679032,0.7456533847873303
6,0.24999999999999997,0.04861111111111111,0.04861111111111119,6.893776080329303e-08,0,-0.5802435193213511,0.412995463489463,1.6562284127503415e-16,0.7019631083060538
7,0.25000000000000033,0.04861111111111098,0.04861111111111099,6.89377608032923e-08,0,-0.5130792019879141,0.5640693446392627,0.6454972243679036,-0.04369027648127549
8,0.2500000000000008,0.04861111111111074,0.04861111111111077,6.893776080329156e-08,0,0.9951413007735666,0.026120507758769118,6.61359547008861e-16,0.09492897644617386
9,0.25000000000000094,0.04861111111111063,0.04861111111111065,6.893776080329082e-08,0,0.4820620987856534,0.5901898523980316,0.6454972243679038,0.05123869996489834
10,0.2041241452319314,0.0694444444444445,0.06944444444444452,1.1215665478461676e-07,0,-0.08714485551127041,0.4491021590075083,-0.40824829046386296,0.789966048805927
11,0.33027980490978515,0.0020263615798653896,0.002026361579865486,4.593936579977518e-10,0,-0.06942474824732016,0.7093591396508162,0.4564354645876402,0.5325941062303591
12,0.33027980490978537,0.002026361579865168,0.0020263615798653545,4.5939365799768486e-10,0,0.7511635062560291,0.12529535398545497,0.45643546458763984,-0.460131641821635
13,0.33027980490978576,0.0020263615798650136,0.0020263615798650414,4.593936579975755e-10,0,0.7207111221712288,0.6338099023597338,9.94484072990179e-16,-0.2808210926006681
14,0.2041241452319321,0.0694444444444442,0.06944444444444421,1.1215665478461438e-07,0,0.019051254620723636,0.6879709387049788,0.6123724356957975,-0.3890154716650266
15,0.33027980490978515,0.0020263615798654434,0.0020263615798655293,4.5939365799778117e-10,0,-0.03897236416252045,0.20084459127653892,0.9128709291752761,0.3532835570093969
16,0.330279804909785,0.0020263615798654577,0.0020263615798655505,4.5939365799779094e-10,0,-0.42733408740711437,-0.32330802136279124,-2.894694292519563e-15,0.8443088896028548
17,0.3302798049097846,0.002026361579865702,0.0020263615798658398,4.593936579979101e-10,0,0.7341235461005907,-0.49004456021001624,0.45643546458763784,-0.11218562624477668
18,0.33027980490978515,0.002026361579865331,0.0020263615798654195,4.593936579977159e-10,0,0.6732187779309906,0.5269845365385394,-0.4564354645876359,0.2464354721971518
19,0.33333333333333387,-3.343193501932105e-16,-2.542926519734722e-16,1.0572724330407951e-35,2,0.6934929700486072,0.39524144582917453,0.1666666666666735,-0.578855700683897
20,0.3302798049097846,0.0020263615798657014,0.0020263615798657986,4.593936579979036e-10,0,0.6866312018603514,-0.5968699260312101,-1.2624206572760053e-15,0.4150709385530466
21,0.3302798049097853,0.002026361579865303,0.0020263615798653506,4.5939365799770936e-10,0,0.3104169949195529,0.9258417951924132,3.3360735173797787e-15,0.21554178142532837
22,0.3302798049097849,0.002026361579865512,0.0020263615798655718,4.59393657997804e-10,0,0.6561788177755511,-0.0883553776569309,-0.45643546458764095,0.5943814877740101
23,0.3302798049097847,0.0020263615798656945,0.0020263615798657222,4.593936579978775e-10,0,-0.08646470840275906,0.09401922545534452,0.45643546458763806,0.8805401218072179
24,0.20412414523193148,0.06944444444444445,0.06944444444444449,1.1215665478461637e-07,0,0.01905125462072389,0.6879709387049825,-0.6123724356957926,-0.3890154716650277
25,0.3302798049097848,0.0020263615798655843,0.0020263615798656797,4.5939365799783504e-10,0,-0.3323493989266369,-0.1096572897204039,0.9128709291752762,-0.2102042399927901
26,0.330279804909785,0.0020263615798655093,0.0020263615798656993,4.5939365799783504e-10,0,0.3713217630891562,-0.09118730155614219,0.9128709291752766,-0.14307931701660165
27,0.33333333333333337,-2.4908719634218285e-17,3.878650744203274e-17,-7.06298994552016e-38,2,-0.055598192310190656,0.9284162965471453,0.16666666666666455,0.32737477535654
28,0.33333333333333337,7.693138577957313e-18,1.3108473950018726e-16,4.2493490082106027e-38,2,-4.248417991771404e-15,-2.1847760746789706e-15,1.0,2.2601248019960903e-15
29,0.20412414523193192,0.06944444444444427,0.0694444444444443,1.1215665478461478e-07,0,0.8303007037924236,-0.20390100496429955,-0.40824829046386235,-0.319935079023368
30,0.3302798049097846,0.0020263615798657366,0.0020263615798658467,4.5939365799791176e-10,0,0.27633707460867624,-0.3048380331985295,-1.3277449492213265e-15,0.9114338125790437
31,0.3333333333333331,1.774151451257056e-16,2.389184891087281e-16,5.446336555751987e-36,2,0.5912289249578006,-0.3615200153144492,-0.16666666666666402,0.7014084823000839
32,0.2041241452319323,0.06944444444444409,0.06944444444444414,1.1215665478461438e-07,0,0.743155848281152,0.24520115404320475,0.40824829046386335,0.47003096978256126
33,0.33027980490978465,0.0020263615798657114,0.002026361579865748,4.5939365799789703e-10,0,-0.3932541670962357,0.907371807028152,3.5730111736868075e-15,0.14841685844914002
34,0.33333333333333337,-2.9800503711954305e-17,1.9633395740572777e-16,-7.888324574670274e-37,2,0.677937685788396,-0.1664844734010758,0.6666666666666693,-0.26122589814142216
35,0.333333333333333,3.300688824427132e-16,4.0545387137145303e-16,1.5059887561140846e-35,2,-0.662382401528192,0.7282103926313362,-0.1666666666666623,-0.05640390440106125
36,0.3333333333333334,1.3877787807814255e-17,3.3437335884356554e-17,2.2608589080444558e-38,2,-0.07115347657039368,0.3666903773168864,0.6666666666666685,0.6450045778990249
37,0.33333333333333337,-2.6431984298704743e-17,6.806534772214813e-17,-2.091843883870118e-37,2,-0.6067842092180046,-0.2002059039158153,0.6666666666666672,-0.38377867975760066
38,0.3333333333333339,-3.5321081166365985e-16,-2.7509623377069464e-16,1.212115077450636e-35,2,0.6223394934782073,0.7619318231460679,-0.16666666666666158,0.0661488772151223
39,0.333333333333333,2.3525722717045174e-16,3.3556692489451846e-16,9.299572414189806e-36,2,-0.08670876083060083,-0.1950355419133667,0.16666666666666513,0.962634380441507
