row,face_column,numerator,denominator,exact_value,floating_value
6,0,0,1,0,0.0
6,1,0,1,0,0.0
6,2,0,1,0,0.0
6,3,0,1,0,0.0
6,4,0,1,0,0.0
6,5,1,1,1,1.0
6,6,0,1,0,0.0
6,7,0,1,0,0.0
6,8,0,1,0,0.0
6,9,0,1,0,0.0
6,10,0,1,0,0.0
6,11,0,1,0,0.0
6,12,0,1,0,0.0
6,13,0,1,0,0.0
6,14,0,1,0,0.0
6,15,0,1,0,0.0
6,16,0,1,0,0.0
6,17,0,1,0,0.0
6,18,0,1,0,0.0
6,19,0,1,0,0.0
6,20,0,1,0,0.0
6,21,0,1,0,0.0
6,22,0,1,0,0.0
6,23,0,1,0,0.0
6,24,0,1,0,0.0
6,25,0,1,0,0.0
6,26,0,1,0,0.0
6,27,0,1,0,0.0
6,28,0,1,0,0.0
6,29,0,1,0,0.0
6,30,0,1,0,0.0
6,31,0,1,0,0.0
6,32,0,1,0,0.0
6,33,0,1,0,0.0
6,34,0,1,0,0.0
6,35,0,1,0,0.0
6,36,0,1,0,0.0
6,37,0,1,0,0.0
6,38,0,1,0,0.0
6,39,0,1,0,0.0
6,40,0,1,0,0.0
6,41,0,1,0,0.0
6,42,0,1,0,0.0
6,43,0,1,0,0.0
6,44,0,1,0,0.0
6,45,0,1,0,0.0
7,0,0,1,0,0.0
7,1,0,1,0,0.0
7,2,0,1,0,0.0
7,3,0,1,0,0.0
7,4,0,1,0,0.0
7,5,0,1,0,0.0
7,6,1,1,1,1.0
7,7,0,1,0,0.0
7,8,0,1,0,0.0
7,9,0,1,0,0.0
7,10,0,1,0,0.0
7,11,0,1,0,0.0
7,12,0,1,0,0.0
7,13,0,1,0,0.0
7,14,0,1,0,0.0
7,15,0,1,0,0.0
7,16,0,1,0,0.0
7,17,0,1,0,0.0
7,18,0,1,0,0.0
7,19,0,1,0,0.0
7,20,0,1,0,0.0
7,21,0,1,0,0.0
7,22,0,1,0,0.0
7,23,0,1,0,0.0
7,24,0,1,0,0.0
7,25,0,1,0,0.0
7,26,0,1,0,0.0
7,27,0,1,0,0.0
7,28,0,1,0,0.0
7,29,0,1,0,0.0
7,30,0,1,0,0.0
7,31,0,1,0,0.0
7,32,0,1,0,0.0
7,33,0,1,0,0.0
7,34,0,1,0,0.0
7,35,0,1,0,0.0
7,36,0,1,0,0.0
7,37,0,1,0,0.0
7,38,0,1,0,0.0
7,39,0,1,0,0.0
7,40,0,1,0,0.0
7,41,0,1,0,0.0
7,42,0,1,0,0.0
7,43,0,1,0,0.0
7,44,0,1,0,0.0
7,45,0,1,0,0.0
8,0,0,1,0,0.0
8,1,0,1,0,0.0
8,2,0,1,0,0.0
8,3,0,1,0,0.0
8,4,0,1,0,0.0
8,5,0,1,0,0.0
8,6,0,1,0,0.0
8,7,1,1,1,1.0
8,8,0,1,0,0.0
8,9,0,1,0,0.0
8,10,0,1,0,0.0
8,11,0,1,0,0.0
8,12,0,1,0,0.0
8,13,0,1,0,0.0
8,14,0,1,0,0.0
8,15,0,1,0,0.0
8,16,0,1,0,0.0
8,17,0,1,0,0.0
8,18,0,1,0,0.0
8,19,0,1,0,0.0
8,20,0,1,0,0.0
8,21,0,1,0,0.0
8,22,0,1,0,0.0
8,23,0,1,0,0.0
8,24,0,1,0,0.0
8,25,0,1,0,0.0
8,26,0,1,0,0.0
8,27,0,1,0,0.0
8,28,0,1,0,0.0
8,29,0,1,0,0.0
8,30,0,1,0,0.0
8,31,0,1,0,0.0
8,32,0,1,0,0.0
8,33,0,1,0,0.0
8,34,0,1,0,0.0
8,35,0,1,0,0.0
8,36,0,1,0,0.0
8,37,0,1,0,0.0
8,38,0,1,0,0.0
8,39,0,1,0,0.0
8,40,0,1,0,0.0
8,41,0,1,0,0.0
8,42,0,1,0,0.0
8,43,0,1,0,0.0
8,44,0,1,0,0.0
8,45,0,1,0,0.0
9,0,0,1,0,0.0
9,1,0,1,0,0.0
9,2,0,1,0,0.0
9,3,0,1,0,0.0
9,4,0,1,0,0.0
9,5,0,1,0,0.0
9,6,0,1,0,0.0
9,7,0,1,0,0.0
9,8,1,1,1,1.0
9,9,0,1,0,0.0
9,10,0,1,0,0.0
9,11,0,1,0,0.0
9,12,0,1,0,0.0
9,13,0,1,0,0.0
9,14,0,1,0,0.0
9,15,0,1,0,0.0
9,16,0,1,0,0.0
9,17,0,1,0,0.0
9,18,0,1,0,0.0
9,19,0,1,0,0.0
9,20,0,1,0,0.0
9,21,0,1,0,0.0
9,22,0,1,0,0.0
9,23,0,1,0,0.0
9,24,0,1,0,0.0
9,25,0,1,0,0.0
9,26,0,1,0,0.0
9,27,0,1,0,0.0
9,28,0,1,0,0.0
9,29,0,1,0,0.0
9,30,0,1,0,0.0
9,31,0,1,0,0.0
9,32,0,1,0,0.0
9,33,0,1,0,0.0
9,34,0,1,0,0.0
9,35,0,1,0,0.0
9,36,0,1,0,0.0
9,37,0,1,0,0.0
9,38,0,1,0,0.0
9,39,0,1,0,0.0
9,40,0,1,0,0.0
9,41,0,1,0,0.0
9,42,0,1,0,0.0
9,43,0,1,0,0.0
9,44,0,1,0,0.0
9,45,0,1,0,0.0
10,0,-57058,71469,-57058/71469,-0.7983601281674573
10,1,12412,88925,12412/88925,0.13957829631712118
10,2,5501,73956,5501/73956,0.07438206501162854
10,3,8729,85446,8729/85446,0.10215808814924046
10,4,-1437,20618,-1437/20618,-0.06969638180230867
10,5,1822,53871,1822/53871,0.0338215366338104
10,6,-182,56631,-182/56631,-0.0032137875015450902
10,7,3121,51506,3121/51506,0.06059488214965247
10,8,-11562,68717,-11562/68717,-0.1682553080023866
10,9,14297,65982,14297/65982,0.21668030675032585
10,10,805,32287,805/32287,0.024932635426022857
10,11,-3441,69916,-3441/69916,-0.04921620229990274
10,12,91,32626,91/32626,0.002789186538343652
10,13,-1023,56066,-1023/56066,-0.01824635251310955
10,14,705,93698,705/93698,0.007524173408183739
10,15,-138,30481,-138/30481,-0.004527410518027623
10,16,-2338,44843,-2338/44843,-0.052137457351203086
10,17,-5951,69507,-5951/69507,-0.0856172759578172
10,18,49,38319,49/38319,0.0012787390067590491
10,19,1348,42943,1348/42943,0.03139044780290152
10,20,-6205,90689,-6205/90689,-0.06842064638489784
10,21,-381,93145,-381/93145,-0.004090396693327608
10,22,103,53034,103/53034,0.001942150318663499
10,23,-732,26881,-732/26881,-0.027231129794278486
10,24,9183,95975,9183/95975,0.09568116697056525
10,25,34,9359,34/9359,0.0036328667592691525
10,26,-737,71705,-737/71705,-0.01027822327592218
10,27,1091,26003,1091/26003,0.041956697304157214
10,28,-11421,65752,-11421/65752,-0.1736981384596666
10,29,20361,38321,20361/38321,0.5313274705774902
10,30,31462,67163,31462/67163,0.4684424459896074
10,31,-1315,52642,-1315/52642,-0.024980053949318036
10,32,6525,77642,6525/77642,0.08403956621416243
10,33,5655,37106,5655/37106,0.1524012289117663
10,34,1838,93819,1838/93819,0.019590914420319978
10,35,346,24183,346/24183,0.014307571434478765
10,36,2803,94132,2803/94132,0.029777333956571624
10,37,2053,37956,2053/37956,0.05408894509431974
10,38,-99,41662,-99/41662,-0.0023762661418078824
10,39,-25,11806,-25/11806,-0.0021175673386413687
10,40,135,58784,135/58784,0.002296543277082199
10,41,97,58180,97/58180,0.0016672396012375388
10,42,171,6188,171/6188,0.027634130575307045
10,43,-192,27611,-192/27611,-0.006953750316902684
10,44,-193,77287,-193/77287,-0.002497185813914371
10,45,544,28243,544/28243,0.019261409906879582
11,0,0,1,0,0.0
11,1,0,1,0,0.0
11,2,0,1,0,0.0
11,3,0,1,0,0.0
11,4,0,1,0,0.0
11,5,0,1,0,0.0
11,6,0,1,0,0.0
11,7,0,1,0,0.0
11,8,0,1,0,0.0
11,9,1,1,1,1.0
11,10,0,1,0,0.0
11,11,0,1,0,0.0
11,12,0,1,0,0.0
11,13,0,1,0,0.0
11,14,0,1,0,0.0
11,15,0,1,0,0.0
11,16,0,1,0,0.0
11,17,0,1,0,0.0
11,18,0,1,0,0.0
11,19,0,1,0,0.0
11,20,0,1,0,0.0
11,21,0,1,0,0.0
11,22,0,1,0,0.0
11,23,0,1,0,0.0
11,24,0,1,0,0.0
11,25,0,1,0,0.0
11,26,0,1,0,0.0
11,27,0,1,0,0.0
11,28,0,1,0,0.0
11,29,0,1,0,0.0
11,30,0,1,0,0.0
11,31,0,1,0,0.0
11,32,0,1,0,0.0
11,33,0,1,0,0.0
11,34,0,1,0,0.0
11,35,0,1,0,0.0
11,36,0,1,0,0.0
11,37,0,1,0,0.0
11,38,0,1,0,0.0
11,39,0,1,0,0.0
11,40,0,1,0,0.0
11,41,0,1,0,0.0
11,42,0,1,0,0.0
11,43,0,1,0,0.0
11,44,0,1,0,0.0
11,45,0,1,0,0.0
12,0,0,1,0,0.0
12,1,0,1,0,0.0
12,2,0,1,0,0.0
12,3,0,1,0,0.0
12,4,0,1,0,0.0
12,5,0,1,0,0.0
12,6,0,1,0,0.0
12,7,0,1,0,0.0
12,8,0,1,0,0.0
12,9,0,1,0,0.0
12,10,1,1,1,1.0
12,11,0,1,0,0.0
12,12,0,1,0,0.0
12,13,0,1,0,0.0
12,14,0,1,0,0.0
12,15,0,1,0,0.0
12,16,0,1,0,0.0
12,17,0,1,0,0.0
12,18,0,1,0,0.0
12,19,0,1,0,0.0
12,20,0,1,0,0.0
12,21,0,1,0,0.0
12,22,0,1,0,0.0
12,23,0,1,0,0.0
12,24,0,1,0,0.0
12,25,0,1,0,0.0
12,26,0,1,0,0.0
12,27,0,1,0,0.0
12,28,0,1,0,0.0
12,29,0,1,0,0.0
12,30,0,1,0,0.0
12,31,0,1,0,0.0
12,32,0,1,0,0.0
12,33,0,1,0,0.0
12,34,0,1,0,0.0
12,35,0,1,0,0.0
12,36,0,1,0,0.0
12,37,0,1,0,0.0
12,38,0,1,0,0.0
12,39,0,1,0,0.0
12,40,0,1,0,0.0
12,41,0,1,0,0.0
12,42,0,1,0,0.0
12,43,0,1,0,0.0
12,44,0,1,0,0.0
12,45,0,1,0,0.0
13,0,0,1,0,0.0
13,1,0,1,0,0.0
13,2,0,1,0,0.0
13,3,0,1,0,0.0
13,4,0,1,0,0.0
13,5,0,1,0,0.0
13,6,0,1,0,0.0
13,7,0,1,0,0.0
13,8,0,1,0,0.0
13,9,0,1,0,0.0
13,10,0,1,0,0.0
13,11,1,1,1,1.0
13,12,0,1,0,0.0
13,13,0,1,0,0.0
13,14,0,1,0,0.0
13,15,0,1,0,0.0
13,16,0,1,0,0.0
13,17,0,1,0,0.0
13,18,0,1,0,0.0
13,19,0,1,0,0.0
13,20,0,1,0,0.0
13,21,0,1,0,0.0
13,22,0,1,0,0.0
13,23,0,1,0,0.0
13,24,0,1,0,0.0
13,25,0,1,0,0.0
13,26,0,1,0,0.0
13,27,0,1,0,0.0
13,28,0,1,0,0.0
13,29,0,1,0,0.0
13,30,0,1,0,0.0
13,31,0,1,0,0.0
13,32,0,1,0,0.0
13,33,0,1,0,0.0
13,34,0,1,0,0.0
13,35,0,1,0,0.0
13,36,0,1,0,0.0
13,37,0,1,0,0.0
13,38,0,1,0,0.0
13,39,0,1,0,0.0
13,40,0,1,0,0.0
13,41,0,1,0,0.0
13,42,0,1,0,0.0
13,43,0,1,0,0.0
13,44,0,1,0,0.0
13,45,0,1,0,0.0
14,0,0,1,0,0.0
14,1,0,1,0,0.0
14,2,0,1,0,0.0
14,3,0,1,0,0.0
14,4,0,1,0,0.0
14,5,0,1,0,0.0
14,6,0,1,0,0.0
14,7,0,1,0,0.0
14,8,0,1,0,0.0
14,9,0,1,0,0.0
14,10,0,1,0,0.0
14,11,0,1,0,0.0
14,12,1,1,1,1.0
14,13,0,1,0,0.0
14,14,0,1,0,0.0
14,15,0,1,0,0.0
14,16,0,1,0,0.0
14,17,0,1,0,0.0
14,18,0,1,0,0.0
14,19,0,1,0,0.0
14,20,0,1,0,0.0
14,21,0,1,0,0.0
14,22,0,1,0,0.0
14,23,0,1,0,0.0
14,24,0,1,0,0.0
14,25,0,1,0,0.0
14,26,0,1,0,0.0
14,27,0,1,0,0.0
14,28,0,1,0,0.0
14,29,0,1,0,0.0
14,30,0,1,0,0.0
14,31,0,1,0,0.0
14,32,0,1,0,0.0
14,33,0,1,0,0.0
14,34,0,1,0,0.0
14,35,0,1,0,0.0
14,36,0,1,0,0.0
14,37,0,1,0,0.0
14,38,0,1,0,0.0
14,39,0,1,0,0.0
14,40,0,1,0,0.0
14,41,0,1,0,0.0
14,42,0,1,0,0.0
14,43,0,1,0,0.0
14,44,0,1,0,0.0
14,45,0,1,0,0.0
15,0,0,1,0,0.0
15,1,0,1,0,0.0
15,2,0,1,0,0.0
15,3,0,1,0,0.0
15,4,0,1,0,0.0
15,5,0,1,0,0.0
15,6,0,1,0,0.0
15,7,0,1,0,0.0
15,8,0,1,0,0.0
15,9,0,1,0,0.0
15,10,0,1,0,0.0
15,11,0,1,0,0.0
15,12,0,1,0,0.0
15,13,1,1,1,1.0
15,14,0,1,0,0.0
15,15,0,1,0,0.0
15,16,0,1,0,0.0
15,17,0,1,0,0.0
15,18,0,1,0,0.0
15,19,0,1,0,0.0
15,20,0,1,0,0.0
15,21,0,1,0,0.0
15,22,0,1,0,0.0
15,23,0,1,0,0.0
15,24,0,1,0,0.0
15,25,0,1,0,0.0
15,26,0,1,0,0.0
15,27,0,1,0,0.0
15,28,0,1,0,0.0
15,29,0,1,0,0.0
15,30,0,1,0,0.0
15,31,0,1,0,0.0
15,32,0,1,0,0.0
15,33,0,1,0,0.0
15,34,0,1,0,0.0
15,35,0,1,0,0.0
15,36,0,1,0,0.0
15,37,0,1,0,0.0
15,38,0,1,0,0.0
15,39,0,1,0,0.0
15,40,0,1,0,0.0
15,41,0,1,0,0.0
15,42,0,1,0,0.0
15,43,0,1,0,0.0
15,44,0,1,0,0.0
15,45,0,1,0,0.0
16,0,32323,95612,32323/95612,0.3380642597163536
16,1,-68924,78615,-68924/78615,-0.8767283597277873
16,2,24421,97511,24421/97511,0.250443539703213
16,3,6131,87961,6131/87961,0.06970134491422335
16,4,5603,95382,5603/95382,0.058742739720282655
16,5,-10679,93071,-10679/93071,-0.11474035951048124
16,6,-14346,98921,-14346/98921,-0.14502481778388815
16,7,-3800,60113,-3800/60113,-0.063214279773094
16,8,22215,94139,22215/94139,0.23598083684764018
16,9,-4091,90203,-4091/90203,-0.045353258760795094
16,10,-2369,90963,-2369/90963,-0.026043556171190484
16,11,15885,58312,15885/58312,0.27241391137330223
16,12,-10611,66961,-10611/66961,-0.15846537536775138
16,13,2015,13944,2015/13944,0.14450659781985084
16,14,41417,90775,41417/90775,0.4562599834756266
16,15,-12855,63556,-12855/63556,-0.20226257159040845
16,16,745,34599,745/34599,0.02153241423162519
16,17,-2961,83180,-2961/83180,-0.035597499398893964
16,18,2573,83875,2573/83875,0.030676602086438153
16,19,-637,52551,-637/52551,-0.012121558105459458
16,20,7921,93122,7921/93122,0.08506045832348962
16,21,955,40384,955/40384,0.0236479793977813
16,22,3019,56210,3019/56210,0.0537093043942359
16,23,2737,91717,2737/91717,0.029841795959309615
16,24,-3476,90907,-3476/90907,-0.03823687944822731
16,25,-1408,94445,-1408/94445,-0.01490814759913177
16,26,813,5756,813/5756,0.1412439193884642
16,27,-5399,95626,-5399/95626,-0.0564595402923891
16,28,10110,52253,10110/52253,0.19348171396857597
16,29,-736,56445,-736/56445,-0.013039241739746656
16,30,-1956,62993,-1956/62993,-0.031051069166415316
16,31,-6409,98417,-6409/98417,-0.06512086326549275
16,32,-9081,91354,-9081/91354,-0.09940451430698163
16,33,-2767,64040,-2767/64040,-0.04320737039350406
16,34,-10221,42394,-10221/42394,-0.24109543803368402
16,35,-4583,38984,-4583/38984,-0.11756105068746152
16,36,-14075,90203,-14075/90203,-0.15603693890447104
16,37,-7645,51603,-7645/51603,-0.14815030133906942
16,38,28,96037,28/96037,0.00029155429678144883
16,39,-39960,92603,-39960/92603,-0.43151949720851374
16,40,-15032,75219,-15032/75219,-0.1998431247424188
16,41,-26589,79018,-26589/79018,-0.336492950973196
16,42,-10441,36846,-10441/36846,-0.28336861531780927
16,43,-38888,51413,-38888/51413,-0.7563845719954098
16,44,-3503,10235,-3503/10235,-0.34225696140693695
16,45,-9526,21781,-9526/21781,-0.43735365685689365
17,0,0,1,0,0.0
17,1,0,1,0,0.0
17,2,0,1,0,0.0
17,3,0,1,0,0.0
17,4,0,1,0,0.0
17,5,0,1,0,0.0
17,6,0,1,0,0.0
17,7,0,1,0,0.0
17,8,0,1,0,0.0
17,9,0,1,0,0.0
17,10,0,1,0,0.0
17,11,0,1,0,0.0
17,12,0,1,0,0.0
17,13,0,1,0,0.0
17,14,1,1,1,1.0
17,15,0,1,0,0.0
17,16,0,1,0,0.0
17,17,0,1,0,0.0
17,18,0,1,0,0.0
17,19,0,1,0,0.0
17,20,0,1,0,0.0
17,21,0,1,0,0.0
17,22,0,1,0,0.0
17,23,0,1,0,0.0
17,24,0,1,0,0.0
17,25,0,1,0,0.0
17,26,0,1,0,0.0
17,27,0,1,0,0.0
17,28,0,1,0,0.0
17,29,0,1,0,0.0
17,30,0,1,0,0.0
17,31,0,1,0,0.0
17,32,0,1,0,0.0
17,33,0,1,0,0.0
17,34,0,1,0,0.0
17,35,0,1,0,0.0
17,36,0,1,0,0.0
17,37,0,1,0,0.0
17,38,0,1,0,0.0
17,39,0,1,0,0.0
17,40,0,1,0,0.0
17,41,0,1,0,0.0
17,42,0,1,0,0.0
17,43,0,1,0,0.0
17,44,0,1,0,0.0
17,45,0,1,0,0.0
18,0,0,1,0,0.0
18,1,0,1,0,0.0
18,2,0,1,0,0.0
18,3,0,1,0,0.0
18,4,0,1,0,0.0
18,5,0,1,0,0.0
18,6,0,1,0,0.0
18,7,0,1,0,0.0
18,8,0,1,0,0.0
18,9,0,1,0,0.0
18,10,0,1,0,0.0
18,11,0,1,0,0.0
18,12,0,1,0,0.0
18,13,0,1,0,0.0
18,14,0,1,0,0.0
18,15,1,1,1,1.0
18,16,0,1,0,0.0
18,17,0,1,0,0.0
18,18,0,1,0,0.0
18,19,0,1,0,0.0
18,20,0,1,0,0.0
18,21,0,1,0,0.0
18,22,0,1,0,0.0
18,23,0,1,0,0.0
18,24,0,1,0,0.0
18,25,0,1,0,0.0
18,26,0,1,0,0.0
18,27,0,1,0,0.0
18,28,0,1,0,0.0
18,29,0,1,0,0.0
18,30,0,1,0,0.0
18,31,0,1,0,0.0
18,32,0,1,0,0.0
18,33,0,1,0,0.0
18,34,0,1,0,0.0
18,35,0,1,0,0.0
18,36,0,1,0,0.0
18,37,0,1,0,0.0
18,38,0,1,0,0.0
18,39,0,1,0,0.0
18,40,0,1,0,0.0
18,41,0,1,0,0.0
18,42,0,1,0,0.0
18,43,0,1,0,0.0
18,44,0,1,0,0.0
18,45,0,1,0,0.0
19,0,2381,6184,2381/6184,0.38502587322121606
